line,section_name,section_artist,song_name,artist_name,song_id
In the things that we believe in,Verse 1,The Script,Science & Faith,The Script,998492
But we got some ways to go,Verse 1,The Script,Science & Faith,The Script,998492
Of all of the things that she's ever said,Verse 1,The Script,Science & Faith,The Script,998492
She goes and says something that just knocks me dead,Verse 1,The Script,Science & Faith,The Script,998492
You won't find faith or hope down a telescope,Chorus,The Script,Science & Faith,The Script,998492
You won't find heart and soul in the stars,Chorus,The Script,Science & Faith,The Script,998492
"You can break everything, down to chemicals",Chorus,The Script,Science & Faith,The Script,998492
But you can't explain a love like ours,Chorus,The Script,Science & Faith,The Script,998492
Woohhhh,Chorus,The Script,Science & Faith,The Script,998492
"It's the way we feel, yeah this is real",Chorus,The Script,Science & Faith,The Script,998492
Woohhhh,Chorus,The Script,Science & Faith,The Script,998492
"It's the way we feel, yeah this is real",Chorus,The Script,Science & Faith,The Script,998492
I tried pushing evolution,Verse 2,The Script,Science & Faith,The Script,998492
As the obvious conclusion of the start,Verse 2,The Script,Science & Faith,The Script,998492
But it was for my own amusement,Verse 2,The Script,Science & Faith,The Script,998492
Saying love was an illusion of a hopeless heart,Verse 2,The Script,Science & Faith,The Script,998492
Of all of the things that she's ever said,Verse 2,The Script,Science & Faith,The Script,998492
She goes and says something that knocks me dead,Verse 2,The Script,Science & Faith,The Script,998492
You won't find faith or hope down a telescope,Chorus,The Script,Science & Faith,The Script,998492
You won't find heart and soul in the stars,Chorus,The Script,Science & Faith,The Script,998492
"You can break everything, down to chemicals",Chorus,The Script,Science & Faith,The Script,998492
But you can't explain a love like ours,Chorus,The Script,Science & Faith,The Script,998492
Woohhhh,Chorus,The Script,Science & Faith,The Script,998492
"It's the way we feel, yeah this is real",Chorus,The Script,Science & Faith,The Script,998492
Woohhhh,Chorus,The Script,Science & Faith,The Script,998492
"It's the way we feel, yeah this is real",Chorus,The Script,Science & Faith,The Script,998492
"Oh Oh, Woohhhh",Bridge,The Script,Science & Faith,The Script,998492
"Oh Oh, Woohhhh",Bridge,The Script,Science & Faith,The Script,998492
Of all of the things that she's ever said,Bridge,The Script,Science & Faith,The Script,998492
She goes and says something that just knocks me dead,Bridge,The Script,Science & Faith,The Script,998492
You won't find faith or hope down a telescope,Chorus,The Script,Science & Faith,The Script,998492
You won't find heart and soul in the stars,Chorus,The Script,Science & Faith,The Script,998492
"You can break everything, down to chemicals",Chorus,The Script,Science & Faith,The Script,998492
But you can't explain a love like ours,Chorus,The Script,Science & Faith,The Script,998492
Woohhhh,Outro,The Script,Science & Faith,The Script,998492
"It's the way we feel, yeah this is real",Outro,The Script,Science & Faith,The Script,998492
Ooohhhh,Outro,The Script,Science & Faith,The Script,998492
"It's the way we feel, yeah this is real",Outro,The Script,Science & Faith,The Script,998492
"Oh Oh, Woohhhh",Outro,The Script,Science & Faith,The Script,998492
"Oh Oh, Woohhhh",Outro,The Script,Science & Faith,The Script,998492
"Oh Oh, Woohhhh",Outro,The Script,Science & Faith,The Script,998492
"Oh Oh, Woohhhh",Outro,The Script,Science & Faith,The Script,998492
"Oh Oh, Woohhhh",Outro,The Script,Science & Faith,The Script,998492
She's all laid up in bed with a broken heart,Verse 1,The Script,For the First Time,The Script,113252
While I'm drinking Jack all alone in my local bar,Verse 1,The Script,For the First Time,The Script,113252
And we don't know how,Verse 1,The Script,For the First Time,The Script,113252
How we got into this mad situation,Verse 1,The Script,For the First Time,The Script,113252
Only doing things out of frustration,Verse 1,The Script,For the First Time,The Script,113252
"Tryna make it work, but, man, these times are hard",Verse 1,The Script,For the First Time,The Script,113252
She needs me now but I can't seem to find the time,Verse 2,The Script,For the First Time,The Script,113252
I got a new job now on the unemployment line,Verse 2,The Script,For the First Time,The Script,113252
And we don't know how,Verse 2,The Script,For the First Time,The Script,113252
"How we got into this mess, is it God's test?",Verse 2,The Script,For the First Time,The Script,113252
Someone help us 'cause we're doing our best,Verse 2,The Script,For the First Time,The Script,113252
"Tryna make it work, but, man, these times are hard",Verse 2,The Script,For the First Time,The Script,113252
But we're gonna start by,Verse 2,The Script,For the First Time,The Script,113252
Drinking old cheap bottles of wine,Chorus,The Script,For the First Time,The Script,113252
Shit talking up all night,Chorus,The Script,For the First Time,The Script,113252
"Saying things we haven't for a while, a while, yeah",Chorus,The Script,For the First Time,The Script,113252
We're smiling but we're close to tears,Chorus,The Script,For the First Time,The Script,113252
Even after all these years,Chorus,The Script,For the First Time,The Script,113252
We just now got the feeling that we're meeting,Chorus,The Script,For the First Time,The Script,113252
For the first time,Chorus,The Script,For the First Time,The Script,113252
She's in line at the dole with her head held high,Verse 3,The Script,For the First Time,The Script,113252
While I just lost my job but didn't lose my pride,Verse 3,The Script,For the First Time,The Script,113252
And we both know how,Verse 3,The Script,For the First Time,The Script,113252
How we're going to make it work when it hurts,Verse 3,The Script,For the First Time,The Script,113252
When you pick yourself up you get kicked to the dirt,Verse 3,The Script,For the First Time,The Script,113252
"Tryna make it work, but, man, these times are hard",Verse 3,The Script,For the First Time,The Script,113252
But we're gonna start by,Verse 3,The Script,For the First Time,The Script,113252
Drinking old cheap bottles of wine,Chorus,The Script,For the First Time,The Script,113252
Shit talking up all night,Chorus,The Script,For the First Time,The Script,113252
"Doing things we haven't for a while, a while, yeah",Chorus,The Script,For the First Time,The Script,113252
We're smiling but we're close to tears,Chorus,The Script,For the First Time,The Script,113252
Even after all these years,Chorus,The Script,For the First Time,The Script,113252
We just now got the feeling that we're meeting,Chorus,The Script,For the First Time,The Script,113252
For the first time,Chorus,The Script,For the First Time,The Script,113252
Drinking old cheap bottles of wine,Chorus,The Script,For the First Time,The Script,113252
Shit talking up all night,Chorus,The Script,For the First Time,The Script,113252
Saying things we haven't for a while,Chorus,The Script,For the First Time,The Script,113252
We're smiling but we're close to tears,Chorus,The Script,For the First Time,The Script,113252
Even after all these years,Chorus,The Script,For the First Time,The Script,113252
We just now got the feeling that we're meeting,Chorus,The Script,For the First Time,The Script,113252
For the first time,Chorus,The Script,For the First Time,The Script,113252
"Yeah, for the first time",Bridge,The Script,For the First Time,The Script,113252
"Oh, for the first time",Bridge,The Script,For the First Time,The Script,113252
"Yeah, for the first time",Bridge,The Script,For the First Time,The Script,113252
We just now got the feeling that we're meeting for the first time,Bridge,The Script,For the First Time,The Script,113252
"Oh, these times are hard",Outro,The Script,For the First Time,The Script,113252
"Yeah, they're making us crazy",Outro,The Script,For the First Time,The Script,113252
"Don't give up on me, baby",Outro,The Script,For the First Time,The Script,113252
"Oh, these times are hard",Outro,The Script,For the First Time,The Script,113252
"Yeah, they're making us crazy",Outro,The Script,For the First Time,The Script,113252
"Don't give up on me, baby",Outro,The Script,For the First Time,The Script,113252
"Oh, these times are hard",Outro,The Script,For the First Time,The Script,113252
"Yeah, they're making us crazy",Outro,The Script,For the First Time,The Script,113252
"Don't give up on me, baby",Outro,The Script,For the First Time,The Script,113252
"Oh, these times are hard",Outro,The Script,For the First Time,The Script,113252
"Yeah, they're making us crazy",Outro,The Script,For the First Time,The Script,113252
"Don't give up on me, baby",Outro,The Script,For the First Time,The Script,113252
"""Oh, don't you dare look back",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Just keep your eyes on me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"I said, ""You're holding back""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"She said, ""Shut up and dance with me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
This woman is my destiny,Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"She said, ""Ooh hoo",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Shut up and dance with me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
We were victims of the night,Verse 1,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"The chemical, physical kryptonite",Verse 1,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
Helpless to the bass and the fading light,Verse 1,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Oh, we were bound to get together",Verse 1,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
Bound to get together,Verse 1,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
She took my arm,Pre-Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
I don't know how it happened,Pre-Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
We took the floor and she said,Pre-Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"""Oh, don't you dare look back",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Just keep your eyes on me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"I said, ""You're holding back""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"She said, ""Shut up and dance with me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
This woman is my destiny,Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"She said, ""Ooh hoo",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Shut up and dance with me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
A backless dress and some beat up sneaks,Verse 2,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"My discothèque Juliet, teenage dream",Verse 2,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
I felt it in my chest as she looked at me,Verse 2,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
I knew we were bound to be together,Verse 2,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
Bound to be together,Verse 2,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
She took my arm,Pre-Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
I don't know how it happened,Pre-Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
We took the floor and she said,Pre-Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"""Oh, don't you dare look back",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Just keep your eyes on me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"I said, ""You're holding back""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"She said, ""Shut up and dance with me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
This woman is my destiny,Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"She said ""Ooh hoo",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Shut up and dance with me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Oh, c'mon girl!",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
Deep in her eyes,Bridge,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
I think I see the future,Bridge,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
I realize this is my last chance,Bridge,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
She took my arm,Bridge,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
I don't know how it happened,Bridge,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
We took the floor and she said,Bridge,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"""Oh, don't you dare look back",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Just keep your eyes on me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"I said, ""You're holding back""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"She said, ""Shut up and dance with me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
This woman is my destiny,Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"She said, ""Ooh hoo",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Shut up and dance""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"""Don't you dare look back",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Just keep your eyes on me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"I said, ""You're holding back""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"She said, ""Shut up and dance with me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
This woman is my destiny,Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"She said, ""Ooh hoo",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Shut up and dance with me""",Chorus,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"""Ooh hoo",Outro,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Shut up and dance with me""",Outro,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"""Ooh hoo",Outro,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Shut up and dance with me""",Outro,WALK THE MOON,Shut Up and Dance,WALK THE MOON,474036
"Mmm, mmm",Intro,Céline Dion,That’s the Way It Is,Céline Dion,203022
Yeah,Intro,Céline Dion,That’s the Way It Is,Céline Dion,203022
I can read your mind and I know your story,Verse 1,Céline Dion,That’s the Way It Is,Céline Dion,203022
"I see what you're going through, yeah",Verse 1,Céline Dion,That’s the Way It Is,Céline Dion,203022
"It's an uphill climb, and I'm feeling sorry",Verse 1,Céline Dion,That’s the Way It Is,Céline Dion,203022
"But I know it will come to you, yeah",Verse 1,Céline Dion,That’s the Way It Is,Céline Dion,203022
"Don't surrender, 'cause you can win",Pre-Chorus,Céline Dion,That’s the Way It Is,Céline Dion,203022
In this thing called love,Pre-Chorus,Céline Dion,That’s the Way It Is,Céline Dion,203022
"When you want it the most, there's no easy way out",Chorus,Céline Dion,That’s the Way It Is,Céline Dion,203022
When you're ready to go and your heart's left in doubt,Chorus,Céline Dion,That’s the Way It Is,Céline Dion,203022
Don't give up on your faith,Chorus,Céline Dion,That’s the Way It Is,Céline Dion,203022
Love comes to those who believe it,Chorus,Céline Dion,That’s the Way It Is,Céline Dion,203022
And that's the way it is,Chorus,Céline Dion,That’s the Way It Is,Céline Dion,203022
When you question me for a simple answer,Verse 2,Céline Dion,That’s the Way It Is,Céline Dion,203022
"I don't know what to say, no",Verse 2,Céline Dion,That’s the Way It Is,Céline Dion,203022
"But it's plain to see, if you stick together",Verse 2,Céline Dion,That’s the Way It Is,Céline Dion,203022
